userName;score;at;content;
PONIRIN;4;15/10/2023 06:27;"Kok akhir"" ini, pelayananya kurang bagus ya, loding lambat banget, n tuk transaksi, kok susah n sering muncul iklan penawaran"" fitur. Ribet kesanya";
Iksan Fajar Ramadan;2;18/10/2023 15:13;Saya udah pakai dana hampir 7 tahunan pas waktu update yang terbaru kenapa hari hari ini saldo dana saya tiap mau isi saldo habis ke sedot di lihat transaksi pembayaran, kok ada pembayaran google Play, padahal saya belum pernah instal atau pun berlangganan tolong dong ke aman nya di perketat lagi agar akun id dana aman , saya udah habis saldo di sedot hampir 350 hari ini, semoga pihak dana bisa merespon atas kejadian yang saya alami Terima kasih;
Dartop Dartop;5;08/10/2023 13:14;Mau login ada kendala nomor sudah terdaftar atas nama pengguna lain. Padahal nomor di hp saya sendiri. Aneh prosedurnya, mau hub cs ya mana bisa hmm;
Rendy Fratama;1;16/10/2023 08:10;aplikasi mengandung virus Trojan melalui google protect... ada banyak iklan di sosial media , DANA PAYLATTER. aplikasi berat , sering terjadi kesalahan dan sesi waktu habis.;
Dani Kurniawan;1;11/10/2023 12:04;Semakin kesini makin gak jelas dana setiap topup pasti kepotong pas login selalu ngeleg dan setiap ingin kirim uang ke teman selalu ada tulisan nomor ini tidak terdaftar di apk dana gimana si ini tolong diperbaiki lagi dong;
Nas Run;1;09/10/2023 12:04;Sy kecewa sama aplikasi dana. Masa saya mau transfer katanya no bank yang di tuju tidak terdaftar. Maaf saya kasih bintang 1, akhir-akhir ini aplikasi dana sangat buruk. Tolong di perbaiki terimakasih;
Muhammad imam hafisz;1;11/08/2023 15:41;Tolong di bantu .. Sy sudah transfer dengan menggunakan metode QRIS. Dan transaksi berhasil..tp si penerima blom menerima dana dari si pengirim padahal status transaksi berhasil.. itu gimana kelanjutannya..DANA sering banget gangguannya ini....A/N IMAM;
eki dwi putra;2;26/10/2023 09:23;Gimana si ini ga bisa di premiumin bilang nya udah terdaftar jelas jelas belum pernah daftar aneh mana mau ngabarin ke costumer nya ribet banget tolong dong ini proses daftarin nya harus gimana sementara saya kasih bintang 2 aja deh kalo belum ada titik terang nya saya kasih bintang 1;
Dark Way;4;14/08/2023 16:26;sulit sekali membuka A+ reward, padahal jaringan 5G dan sangat stabil, namun tetap tidak muncul menu check-in nya. Padahal sudah update terbaru, tapi serasa percuma. Mohon diperbaiki kak.;
mul yang;1;24/10/2023 02:00;Aplikasi ga jelas, sinyal bagus tapi ga bisa buat transaksi. Ga ada sinyal di apk dana doank. Kapok pake dana, aplikasi ga bisa dipercaya..;
ZagiKun;1;29/08/2023 15:21;setelah errornya pembayaran langsung, sekarang lebih banyak bug dan error isi saldo dana, saya top up saldo sudah beberapa kali, dan itu pun tidak luput dri errornya transaksi, yang awalnya berjalan lancar ketika pembelian, dan ada notifikasi top up berhasil, tapi ternyata saldo saya seperti tidak terisi, benar benar tidak terisi dan hanya bernilai 17 ribuan saja, saya muak, semakin update semakin parah.;
Eva Sari;1;14/08/2023 14:04;KECEWAAAAA...Usah 2 kali transaksi pembelian token listrik ngga muncul nomor token nya padahal saldo sudah terpotong, muncul setelah berjam jam. Teruntuk DANA kalo ngga di perbaiki hal kaya gini saya mending UNINSTAL aja lah....Download apalikasi yg lain. Di sini kita pakai dana ada yg jualan juga tapi klo bikin kecewa pelanggan dengan bukan kesalahan dari kitanya KESELL bangettt....MALUUU dikira kita nya ngga profesional atau ngga becus.;
andra juliandra;5;16/10/2023 12:14;Gk tau kenapa sekarang sulit buka dana, cek riwayat di hp oppoa57 lama, dulu masih bisa dilihat riwayat, setelah trus diperbarui, mangkin lemot, jadi meski pakai hp lain buat cek riwayat transaksi, kalau buat penyimpanan,pengiriman,nerima, masih normal lancar, tidak ada kendala, tapi dulu top up dll gratis biaya admin, sekarang malah ada ya, mungkin karna sudah banyak peminatnya, coba ditiadakan biaya admin, tf kesmua bank, atau top up lebih dri 3x, mungkin kalian jadi aplikasi terbaik;
Indriyani Puji;1;20/09/2023 04:52;Uang saya ilang 400 ribu, dibayarkan untuk transaksi google gak jelas jam 3 malem. Saya tidak pernah langganan apapun di google atau playstore. Udah saya complain di Instagram, di aplikasi dana, di Twitter, di email (semua gak ada respon). Padahal akun udah lama dan premium+ udah terverifikasi. Aplikasi penipu... mending unistall.. uang 400k gak di refund..;
Verry Vhay;2;11/08/2023 17:13;Parah transaksi qris ke pending, saldo hilang, tulisannya menunggu pembayaran padahal sudah dibayar. Di riwayat berlangsung di batalkan tidak bisa dengan notif sistem sedang sibuk.. suruh hubungi asisten dana, gak kebuka tulisan fatching terus, giliran sekalinya kebuka mau laporan, ngetik baru 1 kata, sudah gak bisa bales chat nya lagi 😅, repot dana sekarang.;
Cinta Ibu;2;10/08/2023 09:16;Verifikasi akun tapi error sistem sedang sibuk, Transaksi juga error sistem sedang sibuk, Hub Diana tp error sistem sedang sibuk Ini gmana bos? Ko berbulan bulan sibuk terus, Ada saldo buat beli pulsa aja gak bisa Tolong perbaiki Udah di update bahkan Udah di instal ulang tp tetep gak ada perubahan;
Rivan ismail Akbar;3;10/10/2023 10:50;Tolong uang saya ada di aplikasi dana , dan tidak bisa upgrade premium . Bagaimana cara saya bisa mengambil uang saya , atau bagaimana cara saya supaya bisa upgrade premium. Sudah beberapa kali saya coba mamun selalu gagal proses;
Didi Cahyadi;5;10/10/2023 01:06;Hallo kak....saya sudah 4 kali install ulang dan 4 kali uninstal...tapi pas pertama buka lancar semuanya.....selang beberapa menit lemot lagi...transaksi kirim lama banget...terimakasih;
vhalent;3;12/10/2023 05:52;Makin lama aplikasi dana, makin lemot.. Udh sring force close, loading lama. Udh coba hps cache, install uninstall.. Ttep aja ga kbuka..ram pdalan masih bnyk.. Udh bberp minggu ga bisa coba tf sesama dana.. Makin payah aplikasi dana... Tlong dong dbagusin...;
zimzim ocy;4;24/08/2023 02:55;Itu kenapa ya setiap kali mau bayar belanja online tiba2 gak mau jalan kuotanya padahal masih penuh data internet saya. Padahal saya juga udah coba pake wifi... Saat molai mau nampilkan dialok pon pembayaran loading dan speed tiba2 down 0kbps.. ?;
Jumiran Jumiran;2;16/10/2023 15:18;Tolong akun dana saya,akun saya ada dua,gak bisa login semua ada tulisannya akunmu sedang diproteksi,gimana caranya udah dihubungi ke cs tapi infonya biasa aja, yg dana baru buat saldonya lumayan dan belum sempet premium. Tolong bantu saya mengatasi ini. Terimakasih;
Andy Norhamsyah;1;23/10/2023 04:54;Untuk transaksi Qris biasanya cepat, tapi sekarang malah eror dan harus menunggu ...padahal transaksi dr 5.30 pagi tadi sampai sekarang masih di proses, tolong dibantu secepat nya untuk transaksi nya... 😪😞😓;
Nur Sulistyo;1;27/10/2023 13:29;Respon aplikasi sangat lambat dalam membuka setiap menu, untuk transfer atau lainya.., Tidak cocok dalam keada'an sibuk..,;
Zulham Lubis;1;05/10/2023 08:36;Belakangan ini malah gak bisa di pakek transaksi, mangkok payah , mangkok lemot , jadi gak berguna , jadi semua menambah. Dulu bagus , sekarang hancur;
Wahyu Maulid;1;07/10/2023 14:54;Susah kirim padahal nomer tersebut ad di dana tapi kenapa ada tulisan nomer tidak terdaftar untuk sesama dana dan untuk bank maap sudah terlalu cek ..jdi banyak beban gini aplikasi jdi kurang efektif ,,perbaiki segera terimakasih;
wiwin aza;1;17/10/2023 04:14;Setelah saya update .jadi lemot .ketika mengirim sering muncul nomor tidak terdaftar .padahal nomor itu benar benar sudah terdaftar di aplikasi dana . bagaimana ini semakin di update semakin ngaco .;
Chandra Erlangga;4;08/08/2023 06:07;Setelah saya kasih bintang 1 karena nge Bug parah, mendadak lancar aplikasi nya 😅 Good lah, apapun yang terjadi at least sekarang, sudah lancar lagi. Tapi sementara saya kasih bintang 4 dulu ya, kalau lancar terus nanti saya penuhin. Thanks dev team;
Hari adi;2;05/10/2023 14:56;Untuk hp j2 prime awal pakei dana lancar tapi knp lama2 susah buka menunya..riwayat transaksi,paket data ngk bisa di buka...padahal sinyal bagus.di upgrade pun ngk bisa;
Sulkhan -;5;20/10/2023 11:41;Sudah cukup bagus sistem yang ada saat ini. Dimedia sosial banyak beredar keberadaan Dana fisik, padahal fihak Dana tidak ada layanan Dana fisik, Sebagai pemegang hak paten platform ini, tolong dirindak donk sesuai dengan hukum yang berlaku bagi prilaku phising/kejahatan digital (pembuat akun palsu yang mengatas namakan Dana dengan produknya DANA FISIK), Saya secara pribadi merasa kurang nyaman melihat postingan Dana Fisik di medsos. Sikat saja semua oknum tersebut. Terimakaaih.;
Anas nasyid;1;05/10/2023 06:39;Kurang memuaskan,setiap mau kirim selalu sulit,chek saldo sulit,kadang sinyal di bilang jelek padahal untuk membuka yang lain lancar lancar saja, TOLONG DI PERBAIKI;
Kristi A;1;14/08/2023 13:06;Chat bantuan nya minim sekali, customer nya gak seramah app lain. Maaf kalau kritiknya tajam. Seharusnya ada pemberitahuan aplikasi eror atau bagaimana. Transaksi saya di saat mendesak, listrik sudah habis, malah saldo kepotong tapi transaksi malah gagal. Sangat tidak bagus!!;
Muhamad Sainin;1;09/10/2023 11:37;Sekarang ini error di dalam dana sisa 303rb tidak bisa menarik/mengirimkan uang tersebut.karena enter lanjut dan riwayat pun tak bisa menampak seperti biasa nya di awal.. Klou gini kalah sama tetangga LEBIH AMANAH.RESAH besok ke5hari ini masih blum normal;
Raufica LF;2;11/08/2023 13:43;Saya edit kembali ulasan saya,saya pengguna lama,Sekarang Dana sudah tidak seperti dulu. Sering banget Error Riwayat Transaksi terbaru Tidak ada,Seperti Transfer DLL.. Tidak bisa di andalan.. Padahal Akun saya sudah premium.;
Raffid Firdaus Lazuardi;1;10/10/2023 08:28;Sangat tidak disarankan untuk pengguna baru karna lemot & banyak voucher deal yang tidak bisa digunakan. Sehingga dana pengguna terbuang sia sia;
agung dowang;1;20/10/2023 12:25;Dana makin kesini makin ancur, melakukan pembayaran indihome status berhasil tapi di aplikasi Indihome status belum di bayar. Padahal sudah di tunggu 1 hari hasilnya yang ada malah bayar 2x;
Febrian Ciamis;1;14/08/2023 13:04;Kenapa ya min sebelum di update sama sesudah di update masih sama aja gak bisa buka pulsa sama token listrik,, padahal jaringan bagus,udh ganti pake wifi masih sama aja.Clear chace udh masih sama hapus data juga udh tetep sama jadi tolong di bantu perbaikan ya min,,kalau udah bisa baru masih bintang 5 sementara binatang 1 :);
Dedot Rxz;1;26/10/2023 15:16;Aplikasi menyusahkan bisa topup tapi kalau mau pakai harus upgread ke premium, alhasil kena jebakan batman, harusnya uang bisa di pakai malah ketahan 3 sampai 5 hari,;
Tafa Mus;2;23/10/2023 13:26;Dana lemot... setiap transaksi berhasil. Tapi bukti transaksi-nya lama masuk.. dan orang tidak percaya kalau kita sudah transfer. Karena orang minta bukti transaksi-nya ;
Eri Nurhaidi Syaputra;2;24/09/2023 09:37;Makin update bukan makin bagus, ini malah makin buruk Lemot sampai saldonya gakbisa diliat sama sekali, bahkan pake wifi rumah juga lemot parah, juga kalo Top up sekarang kena potongan saat di aplikasi, ntah kenapa itu, setiap Top up (minimal/maksimal) pasti kena potongan, begitu juga kalo ada yg tranfer ke dana kita pasti kena potongan pas di aplikasinya. yg sama up!;
skinco acong;1;12/10/2023 07:15;Setiap mau transfer tombol lanjut dan kirim gak muncul-muncul di tuggu sampai berjam-jam juga gak bisa bisa padahal aplikasi sudah update, kecewa banget;
Akbar Jae;1;13/10/2023 13:56;Aplikasi ga jelas,,ga bisa transfer alasan update premium ,,upload ktp sama kk udah diupload ga bisa ,,duit udah topup tapi ga bisa diapa2in telpom cs cuma mesin kirim aduan di email cuma mesin ,,ga jelas;
Mhd Rafa'i;1;12/10/2023 15:14;Semenjak banyak pengguna aplikasi ini semakin buruk kinerja nya. Di kira punya saya aja kalo transfer uang tombol lanjut nya ngga muncul. Ternyata semua orang;
Moh afan Afgani;1;15/08/2023 04:07;Sangat kecewa, top up melalui bank dari jam 10 malam tanggal 14 agustus 2023, sampai saat ini belum ada saldo masuk, entah kemana saldo tsb. Untuk yg blm menggunakan Dana lebih baik gunakan ewallet lainnya saja.. Sangat sangat kecewa;
Ahmad Rohmansiah;4;16/10/2023 04:14;Knp skrg dana susah sekali buat transaksi pengiriman.. jadi sering GK pernah ada info lanjut pembayaran.. loading lama bngt.. tolong di perbaiki;
ACADEMY TV;1;06/10/2023 12:54;Udah top up, mau transfer aja harus upgrade ke premium, udah ikutin langkah malah gagal mulu, mau ditarik lagi gak bisa . Kan aplikasi.asu;
Slamet Supriyono;1;18/10/2023 12:40;Saya udah top up setelah di Top Up kok suruh upgrade premium, gak bisa Upgrade karena nomor udah gak bisa,,CS di tanya malah gak jelas, aneh;
Werry Van Java;2;20/08/2023 04:16;Maaf saya turunkan ratingnya. Karna sekarang saya merasa terbebani dengan adanya top up dikenakan potongan 500, transfer kena admin 2500 dan gratis transfer sudah tidak pernah muncul lagi. Sebenarnya sangat disayangkan, karna saya pengguna apk DANA lebih dari 3 tahun. Klau masih tetap seperti ini, rencana saya mau pindah apk sebelah atau pakai langsung m-bangking saja, karna fitur sudah lengkap dan biaya admin tidak mahal, serta tidak ada biaya potong saldo jika top up;
Rahesya Muammar;2;13/10/2023 14:59;Dulu saya lancar2 aja transaksi, tapi skarang kok gk bisa tf ke sesama dana aneh... Padhl org yh saya tf udah trdaftar d app dana,, malah ada tulisan dana akan terkirim apa bila nomer yg anda tuju tetdaftar di app dana selama satu jam...makin kesini makin buruk aja,, tlong perbaiki lagi...terpaksa saya turunkan bintangnya;
Rohmat purwanto;3;24/09/2023 13:23;untuk sementara 3 dulu.. antar muka aplikasi mudah dan gampang dimengerti, namun aplikasi sering menutup sendiri.. dan ini sangat menganggu fungsional aplikasi..;
Rusli rcd;1;25/10/2023 13:50;"Saya sangat kecewa sdh 2 kali saya tf uang ga msk"" ke tmpt tujuan nya, tulisan nya sukses tapi uang nya ga msk trs ga di refund mohon di perbaiki manejemen dan cara kerjanya apk dana agar lebih teliti";
Agus Riyadi;1;08/10/2023 16:20;"Woi....!! kenapa dengan apk dana,, Di pakai untuk transaksi loading lama, Udah 4 hari g bisa di pakai Biasa nya lancar"" saja Tolong di benahin donk,, biar pengguna tidak kecewa";
Muhamad Iqbal;1;27/08/2023 14:25;Katanya dompot digital aman tanpa cemas ko bisa saldo Tiba tiba ilang aneh banget di liat di mutasinya tau tau ada pemesanan makanan dengan pembayaran via QRIS padahal akun pribadi engga ada satupun orng yang tauu tapi aneh tiba tiba ada transaksi yang tidak saya ketahui dan banyak yang bilang juga lagi error' untuk bukti transaksi nya ada jiga perlu saya posting?;
Deva Pratama;4;28/08/2023 19:37;Promo dalam aplikasi jarang jarang/1thn sekali jd kurang cocok Dan masih perlu dioptimalkan untuk penggunaan fitur yang lemot klo pas mau tf atau membuka fitur lain,ga masalah ukuran apk nya makin gede asal fitur nya oke enak nyaman satset;
Hendra Hendra;1;15/10/2023 18:23;Aduh gimana ini aplikasi DANA ko makin susah kalo mau transfer...knapa sllu ga gal terus dengan alasan nomer baru???pdhal kan mau nomer baru mau nomer lama yg penting nomer itu emang bener dan udh trdaftar DANA..;
Mamook Wibowo;1;13/08/2023 10:57;Sangat-sangat gak rekom ..... Bahkan gw udah uninstall Dana.. Sengaja bintang satu, Mending pake E-Wallet lain,. Dana merepotkan, upgrade ke premium susah banget, belum pernah upgrade sebelumnya kok di bilang KTP saya sudah di gunakan. Sementara e wallet lain semakin memperbaiki performa Justru performa dana semakin menurun nih. Tambahan, sudah komplain via Diana dan email, sudah nunggu 7 hari, ada notif kendala berhasil di perbaiki, tapi hasilnya gagal juga. Bye... Dana.;
Luqman Wijaya;1;11/10/2023 19:28;Aplikasi busuk gk guna,mau daftar ke premium aja susah bener padahal udah jelas foto KTPnya masih aja gagal emang gk jelas.masalah kayak gini gk pernah di tindak cepat yg ada lama bener.;
Abdul Gofur;1;05/10/2023 23:58;"Parah saldo pengiriman menunggu ga balik lgi, live chat malah gabisa upload foto, pelayanan buruk dan lelet. Saldo pengguna bisa hilang gara"" Status menunggu gabisa di proses sampe berhari""👎";
Chindy Wawointana;5;20/10/2023 12:35;Apk ini pertama asyik bertransaksi. Pas di apdet sudah susah mau transaksi antar bank😥 Jdi saya turunin ⭐🙏🏻 Saya suka dana yg sebelum saya abdet.. Mohon dong buat apk yg kayak sebelumnya🙏🏻 Sekarang saya rasa sudah susah bertransaksi;
Muhammad Hasan sadily;1;23/10/2023 02:45;Saya beli token pln dari hari sabtu sampai sekarang mash belm selesai jga haduhh parah.. Masih dalam proses transaksi terus dari kemaren parah banget ini aplikasi.. Padahl uang sudah masuk tapi token nya belum ada ada parah!!!;
Wahyu Priambodo;1;15/08/2023 09:42;"Setelah update, semakin susah buat tarik dana di Alfamart. Keluar keterangan upgrade ke premium. Padahal dari dulu sudah upgrade. Setelah ditekan ""upgrade"" dan ""ok mengerti"" cuma muncul layar putih. Tidak ada tampilan apa"". Coba dibenerin lagi.";
Carudin Semoga sehat selalu;2;26/10/2023 04:34;Aplikasi dana makin gg jelas. Tiba-tiba saldo dana aku kosong.. eh gg tau nya ada riwayat transaksi ke diyo ponsel. Padahal aku gg pernah transaksi sama diyo ponsel.. hati2 yang menggunakan aplikasi dana.. ini buat pelajaran Kecawa aku sama aplikasi dana.;
Idm Idm;1;17/10/2023 22:07;alih2 pakai qris agar uang cepat. keterangan sukses terkirim, tp saldo gak masuk2. lucu nih aplikasi, kesalahan mereka, eh malah uang jd tertanam, gak tau brp lama nunggu untuk di refund. gak mikir apa, di saat uang di pakai untuk kebutuhan mendesak malah jd tertunda begini, kalau memang ada kesalahan sistem, ya segera lah di refund.;
